,,,,,,,10/07/2026,RELATÓRIO ATUALIZADO CEARÁ,,,,,EM VERDE DATA APROVADA CLIENTE,EM LARANJA DATA NÃO APROVADA CLIENTE,10/07/2026,,,,,,,,,,
,EM VERMELHO CÓD. DA CARTELA NÃO LOCALIZADO,,,,,,10/07/2026 07:47:05,,DÚVIDA CLICA AQUI,,https://encurtador.com.br/2bDAO,,SEMPRE VERIFICAR O FILTRO PRAZO,,,,,,,,,,,,
Column 24,CARTELA,CLIENTE,CÓD. FILIAL,PEDIDO,CÓD. CLIENTE,CÓD. MARFIM,DESCRIÇÃO,TAMANHO,ORD. COMPRA,QTD. ABERTA,CÓD. OS ,DATA RECEB.,DT. ENTREGA,PRAZO,SITUAÇÃO DE ITENS,DATA SISTEMA,DATAS REPROGRAMADAS,APROVAÇÃO DO CLIENTE,CÓD. ALTERADO,CÓD. DO SISTEMA,POSIÇÃO NA PRODUÇÃO,PEDIDO NA EMPRESA EM DIAS,MARCA,LOTE,Column 23
590,OK,DASS ITAPIPOCA,2,139589,1345079,89476,ATAC. M15097 10MM POLIESTER COR 102,120CM,15812596,156,15803422NEWB003914,11/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1345079,,29,NEW BALANCE,134534,
591,OK,DASS ITAPIPOCA,2,139589,1345079,89476,ATAC. M15097 10MM POLIESTER COR 102,120CM,15812596,120,15803426NEWB003914,11/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1345079,,29,NEW BALANCE,134534,
592,OK,DASS ITAPIPOCA,2,139589,1345079,89476,ATAC. M15097 10MM POLIESTER COR 102,120CM,15812596,144,15803429NEWB003914,11/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1345079,,29,NEW BALANCE,134534,
593,OK,DASS ITAPIPOCA,2,139589,1345079,89476,ATAC. M15097 10MM POLIESTER COR 102,130CM,15812596,372,15803422NEWB003914,11/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1345079,,29,NEW BALANCE,134534,
594,OK,DASS ITAPIPOCA,2,139589,1345079,89476,ATAC. M15097 10MM POLIESTER COR 102,130CM,15812596,372,15803426NEWB003914,11/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1345079,,29,NEW BALANCE,134534,
595,OK,DASS ITAPIPOCA,2,139589,1345079,89476,ATAC. M15097 10MM POLIESTER COR 102,130CM,15812596,372,15803429NEWB003914,11/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1345079,,29,NEW BALANCE,134534,
596,OK,DASS ITAPIPOCA,2,139589,1172720,73714,ATAC. M60109 ALPINA COR 2001,105CM,15812596,288,15803315NEWB003973,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1172720,,29,NEW BALANCE,134534,
597,OK,DASS ITAPIPOCA,2,139589,1172720,73714,ATAC. M60109 ALPINA COR 2001,115CM,15812596,312,15803315NEWB003973,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1172720,,29,NEW BALANCE,134534,
598,OK,DASS ITAPIPOCA,2,139589,1298542,90661,ATAC. M60109 ALPINA COR 2410,110CM,15812596,396,15803382NEWB003951,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1298542,,29,NEW BALANCE,134534,
599,OK,DASS ITAPIPOCA,2,139589,1298542,90661,ATAC. M60109 ALPINA COR 2410,120CM,15812596,12,15803367NEWB003950,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1298542,,29,NEW BALANCE,134534,
600,OK,DASS ITAPIPOCA,2,139589,1298542,90661,ATAC. M60109 ALPINA COR 2410,120CM,15812596,12,15803370NEWB003950,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1298542,,29,NEW BALANCE,134534,
601,OK,DASS ITAPIPOCA,2,139589,1298542,90661,ATAC. M60109 ALPINA COR 2410,120CM,15812596,24,15803373NEWB003950,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1298542,,29,NEW BALANCE,134534,
602,OK,DASS ITAPIPOCA,2,139589,1426993,94276,ATAC. M60109 ALPINA COR 2481,105CM,15812596,288,15803480NEWB003974,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1426993,,29,NEW BALANCE,134534,
603,OK,DASS ITAPIPOCA,2,139589,1426993,94276,ATAC. M60109 ALPINA COR 2481,115CM,15812596,312,15803480NEWB003974,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1426993,,29,NEW BALANCE,134534,
604,OK,DASS ITAPIPOCA,2,139589,1274579,87879,ATAC. M21020 6MM REFLEX COR 100/1,125CM,15812596,36,15803318NEWB003926,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1274579,,29,NEW BALANCE,134534,
605,OK,DASS ITAPIPOCA,2,139589,1274579,87879,ATAC. M21020 6MM REFLEX COR 100/1,125CM,15812596,48,15803404NEWB003928,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1274579,,29,NEW BALANCE,134534,
606,OK,DASS ITAPIPOCA,2,139589,1274579,87879,ATAC. M21020 6MM REFLEX COR 100/1,125CM,15812596,576,15803321NEWB003957,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1274579,,29,NEW BALANCE,134534,
607,OK,DASS ITAPIPOCA,2,139589,1274579,87879,ATAC. M21020 6MM REFLEX COR 100/1,125CM,15812596,504,15803346NEWB003958,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1274579,,29,NEW BALANCE,134534,
608,OK,DASS ITAPIPOCA,2,139589,1274579,87879,ATAC. M21020 6MM REFLEX COR 100/1,125CM,15812596,552,15803349NEWB003958,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1274579,,29,NEW BALANCE,134534,
609,OK,DASS ITAPIPOCA,2,139589,1274579,87879,ATAC. M21020 6MM REFLEX COR 100/1,135CM,15812596,468,15803318NEWB003926,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1274579,,29,NEW BALANCE,134534,
610,OK,DASS ITAPIPOCA,2,139589,1274579,87879,ATAC. M21020 6MM REFLEX COR 100/1,135CM,15812596,552,15803404NEWB003928,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1274579,,29,NEW BALANCE,134534,
611,OK,DASS ITAPIPOCA,2,139589,1274579,87879,ATAC. M21020 6MM REFLEX COR 100/1,135CM,15812596,84,15803321NEWB003957,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1274579,,29,NEW BALANCE,134534,
612,OK,DASS ITAPIPOCA,2,139589,1274579,87879,ATAC. M21020 6MM REFLEX COR 100/1,135CM,15812596,84,15803346NEWB003958,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1274579,,29,NEW BALANCE,134534,
613,OK,DASS ITAPIPOCA,2,139589,1274579,87879,ATAC. M21020 6MM REFLEX COR 100/1,135CM,15812596,60,15803349NEWB003958,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1274579,,29,NEW BALANCE,134534,
614,OK,DASS ITAPIPOCA,2,139589,1366062,91121,ATAC. M21020 6MM REFLEX COR 688,135CM,15812596,492,15803560NEWB003930,11/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1366062,,29,NEW BALANCE,134534,
615,OK,DASS ITAPIPOCA,2,139589,1170869,75800,ATAC. M15101 POLIESTER COR 102,120CM,15812596,420,15803300NEWB003959,11/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1170869,,29,NEW BALANCE,134534,
616,OK,DASS ITAPIPOCA,2,139589,1170869,75800,ATAC. M15101 POLIESTER COR 102,130CM,15812596,168,15803300NEWB003959,11/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1170869,,29,NEW BALANCE,134534,
940,OK,DASS ITAPIPOCA,2,139724,1449426,90216,FITA  M31130 POLIMP MEADA COR 5805/PM,15MM,15814968,290,0,15/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1449426,,25,NEW BALANCE,134710,
1024,OK,DASS ITAPIPOCA,2,140265,1363746,92501,ATAC. M12109 8MM POLIESTER COR 5919,140CM,15874977,3,15867358ADL0000472,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1363746,,11,ADIDAS,135216,
1025,OK,DASS ITAPIPOCA,2,140265,1363746,92501,ATAC. M12109 8MM POLIESTER COR 5919,145CM,15874977,197,15867358ADL0000472,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1363746,,11,ADIDAS,135216,
1026,OK,DASS ITAPIPOCA,2,140265,1363746,92501,ATAC. M12109 8MM POLIESTER COR 5919,145CM,15874977,160,15867367ADL0000472,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1363746,,11,ADIDAS,135216,
1027,OK,DASS ITAPIPOCA,2,140265,1363746,92501,ATAC. M12109 8MM POLIESTER COR 5919,145CM,15874977,187,15867377ADL0000472,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1363746,,11,ADIDAS,135216,
1028,OK,DASS ITAPIPOCA,2,140265,1363746,92501,ATAC. M12109 8MM POLIESTER COR 5919,150CM,15874977,226,15867358ADL0000472,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1363746,,11,ADIDAS,135216,
1029,OK,DASS ITAPIPOCA,2,140265,1363746,92501,ATAC. M12109 8MM POLIESTER COR 5919,150CM,15874977,210,15867367ADL0000472,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1363746,,11,ADIDAS,135216,
1030,OK,DASS ITAPIPOCA,2,140265,1363746,92501,ATAC. M12109 8MM POLIESTER COR 5919,150CM,15874977,228,15867377ADL0000472,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1363746,,11,ADIDAS,135216,
1031,OK,DASS ITAPIPOCA,2,140265,1363746,92501,ATAC. M12109 8MM POLIESTER COR 5919,155CM,15874977,44,15867358ADL0000472,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1363746,,11,ADIDAS,135216,
1032,OK,DASS ITAPIPOCA,2,140265,1363746,92501,ATAC. M12109 8MM POLIESTER COR 5919,155CM,15874977,40,15867367ADL0000472,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1363746,,11,ADIDAS,135216,
1033,OK,DASS ITAPIPOCA,2,140265,1363746,92501,ATAC. M12109 8MM POLIESTER COR 5919,155CM,15874977,45,15867377ADL0000472,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1363746,,11,ADIDAS,135216,
1034,OK,DASS ITAPIPOCA,2,140266,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,115CM,15874981,301,15867495ADL0000473,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1380683,,11,ADIDAS,135219,
1035,OK,DASS ITAPIPOCA,2,140266,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,115CM,15874981,313,15867509ADL0000473,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1380683,,11,ADIDAS,135219,
1036,OK,DASS ITAPIPOCA,2,140266,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15874981,130,15867495ADL0000473,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1380683,,11,ADIDAS,135219,
1037,OK,DASS ITAPIPOCA,2,140266,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15874981,159,15867509ADL0000473,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1380683,,11,ADIDAS,135219,
1042,OK,DASS ITAPIPOCA,2,140266,1396862,94269,ATAC. M60126 6MM ALPINA COR 2470,125CM,15874981,7,15867609ADL0000482,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1396862,,11,ADIDAS,135219,
1043,OK,DASS ITAPIPOCA,2,140266,1396862,94269,ATAC. M60126 6MM ALPINA COR 2470,130CM,15874981,120,15867609ADL0000482,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1396862,,11,ADIDAS,135219,
1044,OK,DASS ITAPIPOCA,2,140266,1396862,94269,ATAC. M60126 6MM ALPINA COR 2470,130CM,15874981,120,15867617ADL0000482,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1396862,,11,ADIDAS,135219,
1045,OK,DASS ITAPIPOCA,2,140266,1396862,94269,ATAC. M60126 6MM ALPINA COR 2470,135CM,15874981,181,15867609ADL0000482,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1396862,,11,ADIDAS,135219,
1046,OK,DASS ITAPIPOCA,2,140266,1396862,94269,ATAC. M60126 6MM ALPINA COR 2470,135CM,15874981,180,15867617ADL0000482,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1396862,,11,ADIDAS,135219,
1047,OK,DASS ITAPIPOCA,2,140266,1396862,94269,ATAC. M60126 6MM ALPINA COR 2470,140CM,15874981,60,15867609ADL0000482,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1396862,,11,ADIDAS,135219,
1048,OK,DASS ITAPIPOCA,2,140266,1396862,94269,ATAC. M60126 6MM ALPINA COR 2470,140CM,15874981,61,15867617ADL0000482,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1396862,,11,ADIDAS,135219,
1049,OK,DASS ITAPIPOCA,2,140266,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,125CM,15874981,240,15867241ASP0000320,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135219,
1050,OK,DASS ITAPIPOCA,2,140266,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,125CM,15874981,258,15867247ASP0000320,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135219,
1051,OK,DASS ITAPIPOCA,2,140266,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,125CM,15874981,359,15867818ITA0360348,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135219,
1052,OK,DASS ITAPIPOCA,2,140266,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,125CM,15874981,300,15867826ITA0360348,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135219,
1053,OK,DASS ITAPIPOCA,2,140266,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,125CM,15874981,263,15867845ITA0360348,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135219,
1054,OK,DASS ITAPIPOCA,2,140266,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,130CM,15874981,191,15867241ASP0000320,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135219,
1055,OK,DASS ITAPIPOCA,2,140266,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,130CM,15874981,206,15867247ASP0000320,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135219,
1056,OK,DASS ITAPIPOCA,2,140266,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,130CM,15874981,280,15867818ITA0360348,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135219,
1057,OK,DASS ITAPIPOCA,2,140266,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,130CM,15874981,270,15867826ITA0360348,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135219,
1058,OK,DASS ITAPIPOCA,2,140266,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,130CM,15874981,280,15867845ITA0360348,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135219,
1059,OK,DASS ITAPIPOCA,2,140266,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,135CM,15874981,3,15867241ASP0000320,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135219,
1060,OK,DASS ITAPIPOCA,2,140266,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,135CM,15874981,1,15867818ITA0360348,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135219,
1061,OK,DASS ITAPIPOCA,2,140266,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,125CM,15874981,143,15867231ASP0000322,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1289069,,11,ADIDAS,135219,
1062,OK,DASS ITAPIPOCA,2,140266,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,130CM,15874981,409,15867231ASP0000322,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1289069,,11,ADIDAS,135219,
1063,OK,DASS ITAPIPOCA,2,140266,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,135CM,15874981,162,15867231ASP0000322,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1289069,,11,ADIDAS,135219,
1064,OK,DASS ITAPIPOCA,2,140267,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15874982,70,15867546ITA0360344,29/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1387665,,11,ADIDAS,135083,
1065,OK,DASS ITAPIPOCA,2,140267,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15874982,60,15867554ITA0360344,29/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1387665,,11,ADIDAS,135083,
1066,OK,DASS ITAPIPOCA,2,140267,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15874982,79,15867566ITA0360344,29/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1387665,,11,ADIDAS,135083,
1067,OK,DASS ITAPIPOCA,2,140267,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15874982,358,15867585ITA0360347,29/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1387665,,11,ADIDAS,135083,
1068,OK,DASS ITAPIPOCA,2,140267,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15874982,397,15867598ITA0360347,29/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1387665,,11,ADIDAS,135083,
1069,OK,DASS ITAPIPOCA,2,140267,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15874982,421,15867546ITA0360344,29/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1387665,,11,ADIDAS,135083,
1070,OK,DASS ITAPIPOCA,2,140267,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15874982,410,15867554ITA0360344,29/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1387665,,11,ADIDAS,135083,
1071,OK,DASS ITAPIPOCA,2,140267,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15874982,436,15867566ITA0360344,29/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1387665,,11,ADIDAS,135083,
1072,OK,DASS ITAPIPOCA,2,140267,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15874982,46,15867585ITA0360347,29/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1387665,,11,ADIDAS,135083,
1073,OK,DASS ITAPIPOCA,2,140267,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15874982,30,15867598ITA0360347,29/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1387665,,11,ADIDAS,135083,
1074,OK,DASS ITAPIPOCA,2,140267,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,130CM,15874982,148,15867546ITA0360344,29/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1387665,,11,ADIDAS,135083,
1075,OK,DASS ITAPIPOCA,2,140267,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,130CM,15874982,97,15867554ITA0360344,29/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1387665,,11,ADIDAS,135083,
1076,OK,DASS ITAPIPOCA,2,140267,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,130CM,15874982,34,15867566ITA0360344,29/06/2026,20/07/2026,10,PRODUÇAO,20/07/26,#N/A,#N/A,#N/A,1387665,,11,ADIDAS,135083,
1077,OK,DASS ITAPIPOCA,2,140267,1387666,92167,ATAC. M12183 6MM REFLEX COR 5997,115CM,15874982,72,15867578ITA0360339,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1387666,,11,ADIDAS,135083,
1078,OK,DASS ITAPIPOCA,2,140267,1387666,92167,ATAC. M12183 6MM REFLEX COR 5997,125CM,15874982,335,15867578ITA0360339,29/06/2026,20/07/2026,10,,20/07/26,#N/A,#N/A,#N/A,1387666,,11,ADIDAS,135083,
1854,OK,DASS ITAPIPOCA,2,140583,1286877,74749,FITA MFGP C/ GOMA POLIESTER COR 481,18MM,15900419,60,0,07/07/2026,21/07/2026,11,,21/07/26,#N/A,#N/A,1286877,1286877,,3,ADIDAS,,
1855,OK,DASS ITAPIPOCA,2,140583,1363766,92507,FITA MFGP C/ GOMA POLIESTER COR 5905,20MM,15900419,10,0,07/07/2026,21/07/2026,11,,21/07/26,#N/A,#N/A,#N/A,1363766,,3,ADIDAS,,
2000,OK,GRENDENE SOBRAL,53,140649,179961,75238,ELAST. CANELADO REFLEX COR 100/1,10MM,1437265,500,,08/07/2026,21/07/2026,11,,21/07/26,#N/A,#N/A,#N/A,179961,,2,,,
2196,OK,ANIGER FILIAL 02,146,139411,29443300048,89430,ATAC. MR140019 6MM RECICLADO COR 5709,95CM,20117177,10952,,05/06/2026,21/07/2026,11,PRODUÇÃO BAHIA,21/07/26,#N/A,#N/A,#N/A,29443300048,,35,NIKE (Aniger),134218,
2197,OK,ANIGER FILIAL 02,146,139411,29079100048,89430,ATAC. MR140019 6MM RECICLADO COR 5709,100CM,20117177,14420,,05/06/2026,21/07/2026,11,PRODUÇÃO BAHIA,21/07/26,#N/A,#N/A,#N/A,29079100048,,35,NIKE (Aniger),134218,
2198,OK,ANIGER FILIAL 02,146,139411,29443400048,89430,ATAC. MR140019 6MM RECICLADO COR 5709,105CM,20117177,2748,,05/06/2026,21/07/2026,11,PRODUÇÃO BAHIA,21/07/26,#N/A,#N/A,#N/A,29443400048,,35,NIKE (Aniger),134218,
2199,OK,ANIGER FILIAL 02,146,139411,29079100004,89433,ATAC. MR140019 6MM RECICLADO COR 4662,100CM,20117177,5313,,05/06/2026,21/07/2026,11,PRODUÇÃO BAHIA,21/07/26,#N/A,#N/A,#N/A,29079100004,,35,NIKE (Aniger),134218,
2200,OK,ANIGER FILIAL 02,146,139411,29443400004,89433,ATAC. MR140019 6MM RECICLADO COR 4662,105CM,20117177,1172,,05/06/2026,21/07/2026,11,PRODUÇÃO BAHIA,21/07/26,#N/A,#N/A,#N/A,29443400004,,35,NIKE (Aniger),134218,
2201,OK,ANIGER FILIAL 02,146,139411,29443340267,89916,ATAC. MR140019 6MM RECICLADO COR 5481,95CM,20117177,1654,,05/06/2026,21/07/2026,11,PRODUÇÃO BAHIA,21/07/26,#N/A,#N/A,#N/A,29443340267,,35,NIKE (Aniger),134218,
2202,OK,ANIGER FILIAL 02,146,139411,29079140267,89916,ATAC. MR140019 6MM RECICLADO COR 5481,100CM,20117177,651,,05/06/2026,21/07/2026,11,PRODUÇÃO BAHIA,21/07/2026,#N/A,#N/A,#N/A,29079140267,,35,NIKE (Aniger),134218,
2203,OK,ANIGER FILIAL 02,146,139411,29079136527,94666,ATAC. MR140019 6MM RECICLADO COR 6132,100CM,20117177,8469,,05/06/2026,21/07/2026,11,PRODUÇÃO BAHIA,21/07/2026,#N/A,#N/A,#N/A,29079136527,,35,NIKE (Aniger),134218,
2204,OK,ANIGER FILIAL 02,146,139411,29443436527,94666,ATAC. MR140019 6MM RECICLADO COR 6132,105CM,20117177,2754,,05/06/2026,21/07/2026,11,PRODUÇÃO BAHIA,21/07/2026,#N/A,#N/A,#N/A,29443436527,,35,NIKE (Aniger),134218,
2205,OK,ANIGER FILIAL 02,146,139411,29443343464,95741,ATAC. MR140019 6MM RECICLADO COR 4363/PET,95CM,20117177,6564,,05/06/2026,21/07/2026,11,PRODUÇÃO BAHIA,21/07/2026,#N/A,#N/A,#N/A,29443343464,,35,NIKE (Aniger),134218,
2206,OK,ANIGER FILIAL 02,146,139411,29079143464,95741,ATAC. MR140019 6MM RECICLADO COR 4363/PET,100CM,20117177,2693,,05/06/2026,21/07/2026,11,PRODUÇÃO BAHIA,21/07/2026,#N/A,#N/A,#N/A,29079143464,,35,NIKE (Aniger),134218,
2068,OK,DAKOTA IGUATU,91,140715,50046038,73174,ELAST. LS 16410 POLIESTER COR 801,7MM,87855D,500,,09/07/2026,22/07/2026,12,,22/07/2026,#N/A,#N/A,#N/A,50046038,,1,,,
2272,OK,DILLY NORDESTE,225,140051,196338-100,70893,ATAC. M21020 6MM POLIESTER COR 100,100CM,486153,6,,24/06/2026,22/07/2026,12,,22/07/2026,#N/A,#N/A,#N/A,196338-100,,16,SKECHERS,134921,
2273,OK,DILLY NORDESTE,225,140051,196338-100,70893,ATAC. M21020 6MM POLIESTER COR 100,100CM,486153,126,,24/06/2026,22/07/2026,12,,22/07/2026,#N/A,#N/A,#N/A,196338-100,,16,SKECHERS,134921,
2274,OK,DILLY NORDESTE,225,140051,196338-100,70893,ATAC. M21020 6MM POLIESTER COR 100,100CM,486153,126,,24/06/2026,22/07/2026,12,,22/07/2026,#N/A,#N/A,#N/A,196338-100,,16,SKECHERS,134921,
2275,OK,DILLY NORDESTE,225,140051,196338-100,70893,ATAC. M21020 6MM POLIESTER COR 100,100CM,486153,114,,24/06/2026,22/07/2026,12,,22/07/2026,#N/A,#N/A,#N/A,196338-100,,16,SKECHERS,134921,
2276,OK,DILLY NORDESTE,225,140051,196338-100,70893,ATAC. M21020 6MM POLIESTER COR 100,100CM,486153,114,,24/06/2026,22/07/2026,12,,22/07/2026,#N/A,#N/A,#N/A,196338-100,,16,SKECHERS,134921,
2277,OK,DILLY NORDESTE,225,140051,196338-105,70893,ATAC. M21020 6MM POLIESTER COR 100,105CM,486153,12,,24/06/2026,22/07/2026,12,,22/07/2026,#N/A,#N/A,#N/A,196338-105,,16,SKECHERS,134921,
2278,OK,DILLY NORDESTE,225,140051,196338-105,70893,ATAC. M21020 6MM POLIESTER COR 100,105CM,486153,282,,24/06/2026,22/07/2026,12,,22/07/2026,#N/A,#N/A,#N/A,196338-105,,16,SKECHERS,134921,
2279,OK,DILLY NORDESTE,225,140051,196338-105,70893,ATAC. M21020 6MM POLIESTER COR 100,105CM,486153,282,,24/06/2026,22/07/2026,12,,22/07/2026,#N/A,#N/A,#N/A,196338-105,,16,SKECHERS,134921,
