,,,,,,,10/07/2026,RELATÓRIO ATUALIZADO CEARÁ,,,,,EM VERDE DATA APROVADA CLIENTE,EM LARANJA DATA NÃO APROVADA CLIENTE,10/07/2026,,,,,,,,,,
,EM VERMELHO CÓD. DA CARTELA NÃO LOCALIZADO,,,,,,10/07/2026 07:47:05,,DÚVIDA CLICA AQUI,,https://encurtador.com.br/2bDAO,,SEMPRE VERIFICAR O FILTRO PRAZO,,,,,,,,,,,,
Column 24,CARTELA,CLIENTE,CÓD. FILIAL,PEDIDO,CÓD. CLIENTE,CÓD. MARFIM,DESCRIÇÃO,TAMANHO,ORD. COMPRA,QTD. ABERTA,CÓD. OS ,DATA RECEB.,DT. ENTREGA,PRAZO,SITUAÇÃO DE ITENS,DATA SISTEMA,DATAS REPROGRAMADAS,APROVAÇÃO DO CLIENTE,CÓD. ALTERADO,CÓD. DO SISTEMA,POSIÇÃO NA PRODUÇÃO,PEDIDO NA EMPRESA EM DIAS,MARCA,LOTE,Column 23
1243,OK,DASS ITAPIPOCA,2,140271,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15875049,140,15869015ADL0000475,29/06/2026,27/07/2026,17,,27/07/2026,#N/A,#N/A,#N/A,1380688,,11,ADIDAS,135257,
1244,OK,DASS ITAPIPOCA,2,140271,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15875049,167,15869024ADL0000475,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1380688,,11,ADIDAS,135257,
1245,OK,DASS ITAPIPOCA,2,140271,1396863,94204,ATAC. M60126 6MM ALPINA COR 2471,125CM,15875049,12,15869215ADL0000484,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1396863,,11,ADIDAS,135257,
1246,OK,DASS ITAPIPOCA,2,140271,1396863,94204,ATAC. M60126 6MM ALPINA COR 2471,130CM,15875049,131,15869215ADL0000484,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1396863,,11,ADIDAS,135257,
1247,OK,DASS ITAPIPOCA,2,140271,1396863,94204,ATAC. M60126 6MM ALPINA COR 2471,135CM,15875049,412,15869215ADL0000484,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1396863,,11,ADIDAS,135257,
1248,OK,DASS ITAPIPOCA,2,140271,1396863,94204,ATAC. M60126 6MM ALPINA COR 2471,140CM,15875049,83,15869215ADL0000484,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1396863,,11,ADIDAS,135257,
1249,OK,DASS ITAPIPOCA,2,140272,1412613,94365,ATAC. MR110002 6MM RECICLADO COR 6125/PET,130CM,15875152,333,15869333ITA0360349,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1412613,,11,ADIDAS,135258,
1250,OK,DASS ITAPIPOCA,2,140272,1412613,94365,ATAC. MR110002 6MM RECICLADO COR 6125/PET,130CM,15875152,331,15869347ITA0360349,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1412613,,11,ADIDAS,135258,
1251,OK,DASS ITAPIPOCA,2,140272,1412613,94365,ATAC. MR110002 6MM RECICLADO COR 6125/PET,135CM,15875152,92,15869333ITA0360349,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1412613,,11,ADIDAS,135258,
1252,OK,DASS ITAPIPOCA,2,140272,1412613,94365,ATAC. MR110002 6MM RECICLADO COR 6125/PET,135CM,15875152,106,15869347ITA0360349,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1412613,,11,ADIDAS,135258,
1253,OK,DASS ITAPIPOCA,2,140272,1412616,94739,ATAC. MR110002 6MM RECICLADO COR 6137/PET,130CM,15875152,427,15869298ITA0360350,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1412616,,11,ADIDAS,135258,
1254,OK,DASS ITAPIPOCA,2,140272,1412616,94739,ATAC. MR110002 6MM RECICLADO COR 6137/PET,130CM,15875152,410,15869317ITA0360350,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1412616,,11,ADIDAS,135258,
1255,OK,DASS ITAPIPOCA,2,140272,1412616,94739,ATAC. MR110002 6MM RECICLADO COR 6137/PET,130CM,15875152,441,15869324ITA0360350,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1412616,,11,ADIDAS,135258,
1256,OK,DASS ITAPIPOCA,2,140272,1412616,94739,ATAC. MR110002 6MM RECICLADO COR 6137/PET,135CM,15875152,128,15869298ITA0360350,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1412616,,11,ADIDAS,135258,
1257,OK,DASS ITAPIPOCA,2,140272,1412616,94739,ATAC. MR110002 6MM RECICLADO COR 6137/PET,135CM,15875152,110,15869317ITA0360350,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1412616,,11,ADIDAS,135258,
1258,OK,DASS ITAPIPOCA,2,140272,1412616,94739,ATAC. MR110002 6MM RECICLADO COR 6137/PET,135CM,15875152,113,15869324ITA0360350,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1412616,,11,ADIDAS,135258,
1259,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,125CM,15875152,300,15868644ITA0360326,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1260,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,125CM,15875152,300,15868650ITA0360326,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1261,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,125CM,15875152,300,15868665ITA0360326,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1262,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,125CM,15875152,290,15868671ITA0360326,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1263,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,125CM,15875152,319,15868677ITA0360326,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1264,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,125CM,15875152,280,15868682ITA0360341,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1265,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,125CM,15875152,280,15868699ITA0360341,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1266,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,125CM,15875152,280,15868707ITA0360341,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1267,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,125CM,15875152,280,15868711ITA0360341,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1268,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,125CM,15875152,270,15868726ITA0360341,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1269,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,125CM,15875152,333,15868734ITA0360341,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1270,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,130CM,15875152,231,15868644ITA0360326,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1271,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,130CM,15875152,240,15868650ITA0360326,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1272,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,130CM,15875152,220,15868665ITA0360326,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1273,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,130CM,15875152,200,15868671ITA0360326,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1274,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,130CM,15875152,240,15868677ITA0360326,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1275,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,130CM,15875152,261,15868682ITA0360341,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1276,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,130CM,15875152,260,15868699ITA0360341,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1277,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,130CM,15875152,260,15868707ITA0360341,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1278,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,130CM,15875152,260,15868711ITA0360341,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1279,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,130CM,15875152,250,15868726ITA0360341,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1280,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,130CM,15875152,309,15868734ITA0360341,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1281,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,135CM,15875152,40,15868644ITA0360326,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1282,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,135CM,15875152,13,15868650ITA0360326,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1283,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,135CM,15875152,40,15868682ITA0360341,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1284,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,135CM,15875152,33,15868699ITA0360341,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1285,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,135CM,15875152,10,15868707ITA0360341,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1286,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,135CM,15875152,10,15868711ITA0360341,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1287,OK,DASS ITAPIPOCA,2,140272,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,135CM,15875152,15,15868726ITA0360341,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1294335,,11,ADIDAS,135258,
1288,OK,DASS ITAPIPOCA,2,140272,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,125CM,15875152,311,15868741ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1289069,,11,ADIDAS,135258,
1289,OK,DASS ITAPIPOCA,2,140272,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,125CM,15875152,310,15868758ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1289069,,11,ADIDAS,135258,
1290,OK,DASS ITAPIPOCA,2,140272,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,125CM,15875152,310,15868767ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1289069,,11,ADIDAS,135258,
1291,OK,DASS ITAPIPOCA,2,140272,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,125CM,15875152,310,15868773ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1289069,,11,ADIDAS,135258,
1292,OK,DASS ITAPIPOCA,2,140272,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,125CM,15875152,290,15868790ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1289069,,11,ADIDAS,135258,
1293,OK,DASS ITAPIPOCA,2,140272,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,125CM,15875152,319,15868797ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1289069,,11,ADIDAS,135258,
1294,OK,DASS ITAPIPOCA,2,140272,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,130CM,15875152,260,15868741ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1289069,,11,ADIDAS,135258,
1295,OK,DASS ITAPIPOCA,2,140272,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,130CM,15875152,260,15868758ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1289069,,11,ADIDAS,135258,
1296,OK,DASS ITAPIPOCA,2,140272,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,130CM,15875152,260,15868767ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1289069,,11,ADIDAS,135258,
1297,OK,DASS ITAPIPOCA,2,140272,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,130CM,15875152,260,15868773ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1289069,,11,ADIDAS,135258,
1298,OK,DASS ITAPIPOCA,2,140272,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,130CM,15875152,257,15868790ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1289069,,11,ADIDAS,135258,
1299,OK,DASS ITAPIPOCA,2,140272,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,130CM,15875152,218,15868797ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1289069,,11,ADIDAS,135258,
1300,OK,DASS ITAPIPOCA,2,140272,1289069,87979,ATAC. M6034C 8MM ALPINA COR 2001,135CM,15875152,8,15868741ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1289069,,11,ADIDAS,135258,
1301,OK,DASS ITAPIPOCA,2,140272,1287497,87980,ATAC. M6034C 8MM ALPINA COR 2366,125CM,15875152,311,15868741ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1287497,,11,ADIDAS,135258,
1302,OK,DASS ITAPIPOCA,2,140272,1287497,87980,ATAC. M6034C 8MM ALPINA COR 2366,125CM,15875152,310,15868758ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1287497,,11,ADIDAS,135258,
1303,OK,DASS ITAPIPOCA,2,140272,1287497,87980,ATAC. M6034C 8MM ALPINA COR 2366,125CM,15875152,310,15868767ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1287497,,11,ADIDAS,135258,
1304,OK,DASS ITAPIPOCA,2,140272,1287497,87980,ATAC. M6034C 8MM ALPINA COR 2366,125CM,15875152,310,15868773ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1287497,,11,ADIDAS,135258,
1305,OK,DASS ITAPIPOCA,2,140272,1287497,87980,ATAC. M6034C 8MM ALPINA COR 2366,125CM,15875152,290,15868790ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1287497,,11,ADIDAS,135258,
1306,OK,DASS ITAPIPOCA,2,140272,1287497,87980,ATAC. M6034C 8MM ALPINA COR 2366,125CM,15875152,319,15868797ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1287497,,11,ADIDAS,135258,
1307,OK,DASS ITAPIPOCA,2,140272,1287497,87980,ATAC. M6034C 8MM ALPINA COR 2366,130CM,15875152,260,15868741ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1287497,,11,ADIDAS,135258,
1308,OK,DASS ITAPIPOCA,2,140272,1287497,87980,ATAC. M6034C 8MM ALPINA COR 2366,130CM,15875152,260,15868758ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1287497,,11,ADIDAS,135258,
1309,OK,DASS ITAPIPOCA,2,140272,1287497,87980,ATAC. M6034C 8MM ALPINA COR 2366,130CM,15875152,260,15868767ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1287497,,11,ADIDAS,135258,
1310,OK,DASS ITAPIPOCA,2,140272,1287497,87980,ATAC. M6034C 8MM ALPINA COR 2366,130CM,15875152,260,15868773ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1287497,,11,ADIDAS,135258,
1311,OK,DASS ITAPIPOCA,2,140272,1287497,87980,ATAC. M6034C 8MM ALPINA COR 2366,130CM,15875152,257,15868790ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1287497,,11,ADIDAS,135258,
1312,OK,DASS ITAPIPOCA,2,140272,1287497,87980,ATAC. M6034C 8MM ALPINA COR 2366,130CM,15875152,218,15868797ITA0360342,29/06/2026,27/07/2026,17,,27/07/26,#N/A,#N/A,#N/A,1287497,,11,ADIDAS,135258,
1119,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,130CM,15875046,150,15868636ITA0360328,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1120,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,130CM,15875046,167,15868640ITA0360328,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1121,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,135CM,15875046,341,15868636ITA0360328,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1122,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,135CM,15875046,348,15868640ITA0360328,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1123,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,140CM,15875046,80,15868636ITA0360328,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1124,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,140CM,15875046,79,15868640ITA0360328,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1125,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15875046,160,15868838ITA0360338,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1126,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15875046,160,15868851ITA0360338,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1127,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15875046,160,15868858ITA0360338,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1128,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15875046,163,15868867ITA0360338,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1129,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15875046,150,15868880ITA0360338,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1130,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15875046,150,15868888ITA0360338,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1131,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15875046,150,15868894ITA0360338,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1132,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15875046,167,15868910ITA0360338,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1133,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15875046,160,15868917ITA0360340,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1134,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15875046,169,15868923ITA0360340,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1135,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15875046,150,15868937ITA0360340,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1136,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15875046,150,15868945ITA0360340,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1137,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15875046,199,15868952ITA0360340,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1138,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,150CM,15875046,445,15868838ITA0360338,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1139,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,150CM,15875046,410,15868851ITA0360338,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1140,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,150CM,15875046,410,15868858ITA0360338,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1141,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,150CM,15875046,410,15868867ITA0360338,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1142,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,150CM,15875046,410,15868880ITA0360338,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1143,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,150CM,15875046,410,15868888ITA0360338,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1144,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,150CM,15875046,380,15868894ITA0360338,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1145,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,150CM,15875046,350,15868910ITA0360338,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1146,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,150CM,15875046,417,15868917ITA0360340,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1147,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,150CM,15875046,410,15868923ITA0360340,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1148,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,150CM,15875046,410,15868937ITA0360340,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1149,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,150CM,15875046,410,15868945ITA0360340,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1150,OK,DASS ITAPIPOCA,2,140269,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,150CM,15875046,467,15868952ITA0360340,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,841052,,11,ADIDAS,135255,
1199,OK,DASS ITAPIPOCA,2,140270,1410857,95364,ATAC. M12183 6MM REFLEX COR 5860/1,115CM,15875047,40,15869240ADS0004595,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,1410857,,11,ADIDAS,135256,
1200,OK,DASS ITAPIPOCA,2,140270,1410857,95364,ATAC. M12183 6MM REFLEX COR 5860/1,115CM,15875047,30,15869255ADS0004595,29/06/2026,29/07/2026,19,,27/07/26,29/07/26,,#N/A,1410857,,11,ADIDAS,135256,
